movie_id,title,combined
11457,Life as a House,"when a man is diagnosed with terminal cancer, he takes custody of his misanthropic teenage son, for whom quality time means getting high, engaging in small-time prostitution, and avoiding his father. kevinkline kristinscottthomas haydenchristensen irwinwinkler drama"
321697,Steve Jobs,"set backstage at three iconic product launches and ending in 1998 with the unveiling of the imac, steve jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter. michaelfassbender katewinslet sethrogen dannyboyle drama history"
19840,"I Love You, Beth Cooper","nerdy teenager denis cooverman (paul rust) harbors a secret crush on beth cooper (hayden panettiere), the hottest girl in high school. during his graduation speech, denis lets the cat out of the bag and declares his love for beth, who, instead of dissing denis, shows up at his house later that day and promises to show him the time of his life. haydenpanettiere paulrust laurenlondon chriscolumbus comedy romance"
22327,Youth in Revolt,"nick twisp (michael cera), a teen with a taste for the finer things in life like sinatra and fellini, falls hopelessly in love with the beautiful, free-spirited sheeni saunders (portia doubleday) while on a family vacation. but family, geography and jealous ex-lovers conspire to keep these two apart. nick abandons his dull, predictable life and develops a rebellious alter ego: françois. with his ascot, his moustache and his cigarette, françois will stop at nothing to be with sheeni, and leads nick on a path of destruction with unpredictable consequences.. michaelcera zachgalifianakis justinlong miguelarteta drama comedy romance"
38665,The Legend of the Lone Ranger,"when the young texas ranger, john reid, is the sole survivor of an ambush arranged by the militaristic outlaw leader, butch cavendich, he is rescued by an old childhood comanche friend, tonto. when he recovers from his wounds, he dedicates his life to fighting the evil that cavendich represents. to this end, john reid becomes the great masked western hero, the lone ranger. with the help of tonto, the pair go to rescue president grant when cavendich takes him hostage. christopherlloyd mattclark juaninclay williama.fraker action adventure romance western"
2575,The Tailor of Panama,"a british spy is banished to panama after having an affair with an ambassador's mistress. once there he makes connection with a local tailor with a nefarious past and connections to all of the top political and gangster figures in panama. the tailor also has a wife, who works for the panamanian president and a huge debt. the mission is to learn what the president intends to do with the canal. piercebrosnan geoffreyrush jamieleecurtis johnboorman drama thriller"
11644,Blow Out,"jack terry is a master sound recordist who works on grade-b horror movies. late one evening, he is recording sounds for use in his movies when he hears something unexpected through his sound equipment and records it. curiosity gets the better of him when the media become involved, and he begins to unravel the pieces of a nefarious conspiracy. as he struggles to survive against his shadowy enemies and expose the truth, he does not know whom he can trust. johntravolta nancyallen johnlithgow briandepalma drama mystery thriller"
146227,Getaway,"former race car driver brent magna (hawke) is pitted against the clock. desperately trying to save the life of his kidnapped wife, brent commandeers a custom ford shelby gt500 super snake, taking it and its unwitting owner (gomez) on a high-speed race against time, at the command of the mysterious villain holding his wife hostage. ethanhawke selenagomez jonvoight courtneysolomon action crime"
68924,The Ice Storm,"in the weekend after thanksgiving 1973 the hoods are skidding out of control. benjamin hood reels from drink to drink, trying not to think about his trouble at the office. his wife, elena, is reading self help books and losing patience with her husband's lies. their son, paul, home for the holidays, escapes to the city to pursue an alluring rich girl from his prep school. young, budding nymphomaniac, wendy hood roams the neighborhood, innocently exploring liquor cabinets and lingerie drawers of her friends' parents, looking for something new. then an ice storm hits, the worst in a century. kevinkline joanallen sigourneyweaver anglee drama"
253235,And So It Goes,a self-centered realtor enlists the help of his neighbor when he's suddenly left in charge of the granddaughter he never knew existed until his estranged son drops her off at his home. michaeldouglas dianekeaton sterlingjerins robreiner comedy drama romance
22102,Troop Beverly Hills,a beverly hills housewife in the middle of a divorce tries to find focus in her life by taking over her daughter's wilderness girls troop. shelleylong craigt.nelson bettythomas jeffkanew adventure comedy family
18701,Being Julia,"julia lambert is a true diva: beautiful, talented, weathly and famous. she has it all - including a devoted husband who has mastermined her brilliant career - but after years of shining in the spotlight she begins to suffer from a severe case of boredom and longs for something new and exciting to put the twinkle back in her eye. julia finds exactly what she's looking for in a handsome young american fan, but it isn't long before the novelty fling adds a few more sparks than she was hoping for. fortuately for her, this surprise twist in the plot will trust her back into the greatest role of her life. michaelgambon annettebening leighlawson istvánszabó comedy drama romance"
10068,Nine 1/2 Weeks,"an erotic story about a woman, the assistant of an art gallery, who gets involved in an impersonal affair with a man. she barely knows about his life, only about the sex games they play, so the relationship begins to get complicated. mickeyrourke kimbasinger margaretwhitton adrianlyne drama romance"
848,Dragonslayer,the sorcerer and his apprentice galen are on a mission to kill an evil dragon in order to save the king’s daughter from being sacrificed in accordance to a pact that the king himself made with the dragon to protect his kingdom. a fantasy film from disney studios that exhausted all possible visual effects of the time. petermacnicol caitlinclarke ralphrichardson matthewrobbins fantasy
36811,The Last Station,"a historical drama that illustrates russian author leo tolstoy's struggle to balance fame and wealth with his commitment to a life devoid of material things. the countess sofya, wife and muse to leo tolstoy, uses every trick of seduction on her husband's loyal disciple, whom she believes was the person responsible for tolstoy signing a new will that leaves his work and property to the russian people. jamesmcavoy christopherplummer helenmirren michaelhoffman drama romance"
522,Ed Wood,"the mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless b-movies without ever becoming famous or successful. johnnydepp martinlandau sarahjessicaparker timburton comedy drama history"
130150,Labor Day,"depressed single mom adele and her son henry offer a wounded, fearsome man a ride. as police search town for the escaped convict, the mother and son gradually learn his true story as their options become increasingly limited. joshbrolin katewinslet gattlingriffith jasonreitman drama"
12246,Mongol: The Rise of Genghis Khan,"the story recounts the early life of genghis khan, a slave who went on to conquer half the world in the 11th century. tadanobuasano sunhonglei khulanchuluun sergeibodrov history"
13809,RockNRolla,"when a russian mobster sets up a real estate scam that generates millions of pounds, various members of london's criminal underworld pursue their share of the fortune. various shady characters, including mr one-two, stella the accountant, and johnny quid, a druggie rock-star, try to claim their slice. markstrong tomwilkinson tobykebbell guyritchie action crime thriller"
27380,Megaforce,megaforce is an elite multi-national military unit that does the jobs that individual governments wont. when the peaceful republic of sardun in under threat from their more aggressive neighbour the beautiful major zara (persis khambatta) and general byrne-white (edward mulhare) see the help of ace hunter (barry bostwick) and megaforce. barrybostwick michaelbeck persiskhambatta halneedham adventure action sciencefiction
10549,Hamlet,"hamlet, prince of denmark, returns home to find his father murdered and his mother remarrying the murderer, his uncle. meanwhile, war is brewing. kennethbranagh derekjacobi juliechristie kennethbranagh drama"
33870,Mao's Last Dancer,"at the age of 11, li was plucked from a poor chinese village by madame mao's cultural delegates and taken to beijing to study ballet. in 1979, during a cultural exchange to texas, he fell in love with an american woman. two years later, he managed to defect and went on to perform as a principal dancer for the houston ballet and as a principal artist with the australian ballet. chicao chengwuguo wenbinhuang bruceberesford drama romance"
245703,Midnight Special,a father and son go on the run after the dad learns his child possesses special powers. michaelshannon jaedenlieberher joeledgerton jeffnichols adventure drama sciencefiction
10739,Anything Else,"jerry falk, an aspiring writer in new york, falls in love at first sight with a free-spirited young woman named amanda he has heard the phrase that life is like ""anything else,"" but soon he finds that life with the unpredictable amanda isn't like anything else at all. woodyallen jasonbiggs christinaricci woodyallen comedy romance"
127560,The Railway Man,"a victim from world war ii's ""death railway"" sets out to find those responsible for his torture. a true story. jeremyirvine colinfirth stellanskarsgård jonathanteplitzky drama history"
37903,The White Ribbon,"strange events happen in a small village in the north of germany during the years just before world war i, which seem to be ritual punishment. the abused and suppressed children of the villagers seem to be at the heart of this mystery. ursinalardi ulrichtukur burghartklaußner michaelhaneke crime drama mystery"
396152,Restoration,"during home renovations, a young couple release a fiery spirit seeking retribution. to save themselves and set the spirit free, they must uncover the dire truth. but nothing is as simple as it seems... emilyroyao'brien adriangaeta zackward zackward horror"
10017,The Wraith,"packard walsh and his motorized gang control and terrorize an arizona desert town where they force drivers to drag-race so they can 'win' their vehicles. after walsh beats the decent teenager jamie hankins to death after finding him with his girlfriend, a mysterious power creates jake kesey, an extremely cool motor-biker who has a car which is invincible. jake befriends jamie's girlfriend keri johnson, takes jamie's sweet brother bill under his wing and manages what sheriff loomis couldn't; eliminate packard's criminal gang the hard way... charliesheen nickcassavetes sherilynfenn mikemarvin romance sciencefiction horror action crime"
11468,Salton Sea,"after the murder of his beloved wife, a man in search of redemption is set adrift in a world where nothing is as it seems. on his journey, he befriends slacker jimmy ""the finn"", becomes involved in rescuing his neighbor colette from her own demons, and gets entangled in a web of deceit full of unexpected twists and turns. valkilmer vincentd'onofrio adamgoldberg d.j.caruso drama mystery thriller"
193613,Metallica: Through the Never,"trip, a young roadie for metallica, is sent on an urgent mission during the band's show. but what seems like a simple assignment turns into a surreal adventure. danedehaan mackenziegray jameshetfield nimródantal music"
17436,The Informers,"a collection of intersecting short stories set in early 1980's los angeles, depicts a week in the lives of an assortment of socially alienated, mainly well-off characters who numb their sense of emptiness with casual sex, violence, and drugs. billybobthornton kimbasinger mickeyrourke gregorjordan drama"
43434,Carlos,"the story of venezuelan revolutionary, ilich ramirez sanchez, who founded a worldwide terrorist organization and raided the opec headquarters in 1975 before being caught by the french police. edgarramírez alexanderscheer fadiabisamra olivierassayas crime drama thriller history"
31166,I Come with the Rain,"kline, a former los angeles police officer turned private detective, is hired by a powerful pharmaceutical conglomerate boss to investigate in asia the disappearance of his only son, shitao, whom he has not seen in person since the boy was ten. now in his 30s, shitao has gone missing in the philippines where he had been helping in an orphanage. joshhartnett eliaskoteas takuyakimura trananhhung thriller drama"
69848,One Man's Hero,"one man's hero tells the little-known story of the ""st. patrick's battalion"" or ""san patricios,"" a group of mostly irish and other immigrants of the catholic faith who deserted to mexico after encountering religious and ethnic prejudice in the u.s. army during the mexican-american war. the plot centers around the personal story of john riley, an irishman who had been a sergeant in the american army who is commissioned as a captain in the mexican army and commands the battalion, as he leads his men in battle and struggles with authorities on both sides of the border tomberenger joaquimdealmeida danielaromo lancehool western action drama history"
8408,Day of the Dead,"the final chapter of george a. romero's ""dead trilogy"". in an underground government installation they are searching for a cure to overcome this strange transformation into zombies. unfortunately, the zombies from above ground have made their way into the bunker. loricardille terryalexander josephpilato georgea.romero horror sciencefiction"
332411,I Am Wrath,a man is out for justice after a group of corrupt police officers are unable to catch his wife's killer. johntravolta christophermeloni rebeccademornay chuckrussell action crime drama thriller
9389,Renaissance,"to find ilona and unlock the secrets of her disappearance, karas must plunge deep into the parallel worlds of corporate espionage, organized crime and genetic research - where the truth imprisons whoever finds it first and miracles can be bought but at a great price. danielcraig catherinemccormack romolagarai christianvolckman action animation sciencefiction"
9626,Red Sonja,"the tyrant gedren seeks the total power in a world of barbarism. she raids the city hablac and kills the keeper of a talisman that gives her great power. red sonja, sister of the keeper, sets out with her magic sword to overthrow gedren. arnoldschwarzenegger brigittenielsen sandahlbergman richardfleischer adventure fantasy action"
75638,Red Lights,"two investigators of paranormal hoaxes, the veteran dr. margaret matheson and her young assistant, tom buckley, study the most varied metaphysical phenomena with the aim of proving their fraudulent origins. simon silver, a legendary blind psychic, reappears after an enigmatic absence of 30 years to become the greatest international challenge to both orthodox science and professional sceptics. tom starts to develop an intense obsession with silver, whose magnetism becomes stronger with each new manifestation of inexplicable events. as tom gets closer to silver, tension mounts, and his worldview is threatened to its core. sigourneyweaver robertdeniro cillianmurphy rodrigocortés thriller"
8363,Superbad,"high school best buddies are facing separation anxiety as they prepare to go off to college. while attempting to score alcohol for a party with help from a fake id-toting friend, the guys' evening takes a turn into chaotic territory. jonahhill michaelcera christophermintz-plasse gregmottola comedy"
15670,Madea Goes to Jail,"at long last, madea returns to the big screen in tyler perry's madea goes to jail. this time america's favorite irreverent, pistol-packin' grandmomma is raising hell behind bars and lobbying for her freedom...hallelujer! tylerperry derekluke keshiaknightpulliam tylerperry comedy crime drama"
290555,Wolves,"the coming-of-age story of cayden richards. forced to hit the road after the murder of his parents, cayden wanders lost without purpose... until he meets a certifiable lunatic named wild joe who sets him on a path to the ominous town of lupine ridge to hunt down the truths of his history. but in the end| who's really hunting whom? jasonmomoa lucastill johnpyper-ferguson davidhayter horror action"
8328,Step Up 2: The Streets,"when rebellious street dancer andie lands at the elite maryland school of the arts, she finds herself fighting to fit in while also trying to hold onto her old life. when she joins forces with the schools hottest dancer, chase, to form a crew of classmate outcasts to compete in baltimore s underground dance battle the streets. brianaevigan roberthoffman willkemp jonm.chu music drama romance"
10982,Hoodwinked!,"the recipes of candies of the goody shops have been stolen by the goody bandit, and many animals are out of business. while the police are chasing the criminal, there is a mess at granny's house evolving little red hiding hood, the wolf, the woodsman and granny, disturbing the peace in the forest and they are all arrested by the impatient chief grizzly. annehathaway glennclose jimbelushi coryedwards animation comedy family"
205,Hotel Rwanda,"inspired by true events, this film takes place in rwanda in the 1990s when more than a million tutsis were killed in a genocide that went mostly unnoticed by the rest of the world. hotel owner paul rusesabagina houses over a thousand refuges in his hotel in attempt to save their lives. doncheadle sophieokonedo nicknolte terrygeorge drama history war"
1620,Hitman,"the best-selling videogame, hitman, roars to life with both barrels blazing in this hardcore action-thriller starring timothy olyphant. a genetically engineered assassin with deadly aim, known only as ""agent 47"" eliminates strategic targets for a top-secret organization. but when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue. timothyolyphant dougrayscott olgakurylenko xaviergens action crime drama thriller"
175541,Black Nativity,"a street-wise teen from baltimore who has been raised by a single mother travels to new york city to spend the christmas holiday with his estranged relatives, where he embarks on a surprising and inspirational journey. forestwhitaker angelabassett jenniferhudson kasilemmons drama music"
241254,The Prince,a family man who turns out to be a retired mob enforcer must travel across the country to find his daughter who has gone missing. brucewillis jasonpatric johncusack brianamiller thriller action
31932,City of Ghosts,"a con man (dillon) travels to cambodia (also on the run from law enforcement in the u.s.) to collect his share in an insurance scam, but discovers more than he bargained for mattdillon jamescaan nataschamcelhone mattdillon thriller"
1933,The Others,"grace is a religious woman who lives in an old house kept dark because her two children, anne and nicholas, have a rare sensitivity to light. when the family begins to suspect the house is haunted, grace fights to protect her children at any cost in the face of strange events and disturbing visions. nicolekidman christophereccleston alakinamann alejandroamenábar horror drama mystery thriller"
679,Aliens,"when ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. when the company sends a family of colonists out to investigate her story, all contact is lost with the planet and colonists. they enlist ripley and the colonial marines to return and search for answers. sigourneyweaver michaelbiehn jamesremar jamescameron horror action thriller sciencefiction"
11113,My Fair Lady,a misogynistic and snobbish phonetics professor agrees to a wager that he can take a flower girl and make her presentable in high society. audreyhepburn rexharrison stanleyholloway georgecukor drama family music romance
3597,I Know What You Did Last Summer,"as they celebrate their high school graduation, four friends are involved in a hit-and-run accident when their car hits and apparently kills a pedestrian on an isolated roadway. they dispose of the body and vow to keep the incident a secret, a year later somebody starts sending them letters bearing the warning ""i know what you did last summer."" jenniferlovehewitt sarahmichellegellar ryanphillippe jimgillespie horror thriller mystery"
193893,Let's Be Cops,"it's the ultimate buddy cop movie except for one thing: they're not cops. when two struggling pals dress as police officers for a costume party, they become neighborhood sensations. but when these newly-minted “heroes” get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line. jakejohnson damonwayansjr. ninadobrev lukegreenfield comedy"
9675,Sideways,"two middle-aged men embark on a spiritual journey through californian wine country. one is an unpublished novelist suffering from depression, and the other is only days away from walking down the aisle. paulgiamatti thomashadenchurch virginiamadsen alexanderpayne comedy drama romance"
9988,Beerfest,"during a trip to germany to scatter their grandfather's ashes, german-american brothers todd and jan discover beerfest, the secret olympics of downing stout, and want to enter the contest to defend their family's beer-guzzling honor. their old country cousins sneer at the yanks' chances, prompting the siblings to return to america to prepare for a showdown the following year. erikstolhanske jaychandrasekhar stevelemme jaychandrasekhar comedy"
948,Halloween,"in john carpenter's horror classic, a psychotic murderer, institutionalized since childhood for the murder of his sister, escapes and stalks a bookish teenage girl and her friends while his doctor chases him through the streets. donaldpleasence jamieleecurtis p.j.soles johncarpenter horror thriller"
21765,Good Boy!,"an intergalactic dog pilot from sirius (the dog star), visits earth to verify the rumors that dogs have failed to take over the planet. mollyshannon liamaiken matthewbroderick johnroberthoffman comedy family sciencefiction"
146304,The Best Man Holiday,"when college friends reunite after 15 years over the christmas holidays, they discover just how easy it is for long-forgotten rivalries and romances to be reignited. terrencehoward haroldperrineau morrischestnut malcolmd.lee comedy"
7516,Smokin' Aces,"when a las vegas performer-turned-snitch named buddy israel decides to turn state's evidence and testify against the mob, it seems that a whole lot of people would like to make sure he's no longer breathing. ryanreynolds rayliotta josephruskin joecarnahan action comedy crime thriller"
41439,Saw: The Final Chapter,"as a deadly battle rages over jigsaw's brutal legacy, a group of jigsaw survivors gathers to seek the support of self-help guru and fellow survivor bobby dagen, a man whose own dark secrets unleash a new wave of terror. tobinbell costasmandylor betsyrussell kevingreutert horror crime"
2752,40 Days and 40 Nights,"matt sullivan's last big relationship ended in disaster and ever since his heart's been aching and his commitment's been lacking. then came lent, that time of year when everybody gives something up. that's when matt decides to go where no man's gone before and make a vow: no sex. whatsoever. for 40 straight days. at first he has everything under control. that is until the woman of his dreams, erica, walks into his life. joshhartnett shannynsossamon adamtrese michaellehmann comedy romance"
9429,A Night at the Roxbury,"despite being well into adulthood, brothers doug and steve butabi still live at home and work in the flower shop owned by their dad. they exist only to hit on women at discos, though they're routinely unsuccessful until a chance run-in with richard grieco gets them inside the swank roxbury club. mistaken for high rollers, they meet their dream women, vivica and cambi, and resolve to open a club of their own. willferrell chriskattan jennifercoolidge johnfortenberry comedy"
38117,Beastly,"a curse transforms a handsome and arrogant young man into everything he detests in this contemporary retelling of beauty and the beast. wealthy kyle kingson has everything a teenager could want in life, but he still gets off on humiliating the weaker and less attractive. when kyle invites his misfit classmate kendra to an environmental rally at their school, she questions his motivations but reluctantly accepts. later, kyle blows kendra off, prompting the spurned goth girl to cast a dark spell on the swaggering egotist. alexpettyfer vanessahudgens mary-kateolsen danielbarnz drama fantasy romance"
9792,The Hills Have Eyes,"based on wes craven's 1977 suspenseful cult classic, the hills have eyes is the story of a family road trip that goes terrifyingly awry when the travelers become stranded in a government atomic zone. miles from nowhere, the carter family soon realizes the seemingly uninhabited wasteland is actually the breeding ground of a blood-thirsty mutant family...and they are the prey. aaronstanford kathleenquinlan vinessashaw alexandreaja horror thriller"
13778,Dickie Roberts: Former Child Star,"tv child star of the '70s, dickie roberts is now 35 and parking cars. craving to regain the spotlight, he auditions for a role of a normal guy, but the director quickly sees he is anything but normal. desperate to win the part, dickie hires a family to help him replay his childhood and assume the identity of an average, everyday kid. davidspade marymccormack craigbierko samweisman comedy"
228203,"McFarland, USA",a track coach in a small california town transforms a team of athletes into championship contenders. kevincostner ramirorodriguez carlospratts nikicaro drama
41382,Lottery Ticket,kevin carson is a young man living in the projects who has to survive a three-day weekend after his opportunistic neighbors find out he's holding a winning lottery ticket worth $370 million shadmoss brandont.jackson naturinaughton erikwhite comedy
13960,ATL,"as four friends prepare for life after high school, different challenges bring about turning points in each of their lives. the dramas unfold and resolve at their local rollerskating rink, cascade. t.i. evanross jackielong christianrobinson drama"
114150,Pitch Perfect,"college student beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. thrust in among mean gals, nice gals and just plain weird gals, beca finds that the only thing they have in common is how well they sing together. she takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions. annakendrick skylarastin brittanysnow jasonmoore comedy music romance"
26602,Summer Catch,"a coming-of-age romantic comedy set against the backdrop of the cape cod baseball league. local boy ryan dunne (freddie prinze jr.), now a pitcher for boston college, meets tenley parrish (jessica biel), the daughter of a wealthy couple who summer on the cape. ryan and tenley fall in love, much to the chagrin of their families, while ryan clings to one last hope of being discovered and signed to a pro baseball contract. freddieprinzejr. jessicabiel fredward miketollin drama comedy romance"
10223,A Simple Plan,"captivated by the lure of sudden wealth, the quiet rural lives of two brothers erupt into conflicts of greed, paranoia and distrust when over $4 million in cash is discovered at the remote site of a downed small airplane. their simple plan to retain the money while avoiding detection opens a pandora's box when the fear of getting caught triggers panicked behavior and leads to virulent consequences billpaxton bridgetfonda billybobthornton samraimi drama crime thriller"
16028,They,"after witnessing a horrific and traumatic event, julia lund, a graduate student in psychology, gradually comes to the realization that everything which scared her as a child could be real. and what's worse, it might be coming back to get her.. lauraregan marcblucas ethanembry robertharmon horror thriller"
15639,Larry the Cable Guy: Health Inspector,a slovenly cable repairman becomes a big-city health inspector and is tasked with uncovering the source of a food poisoning epidemic. larrythecableguy irisbahr tonyhale trentcooper comedy
16112,The Adventures of Elmo in Grouchland,"elmo loves his fuzzy, blue blanket, and would never let anything happen to it. however, a tug-of-war with his friend zoe sends his blanket to a faraway land, and elmo in hot pursuit. facing life without his cherished blanket, elmo musters all of his determination and courage and heads off on an action-packed rescue mission that plunges him into grouchland-a place full of grouchy creatures, stinky garbage and the villainous huxley. along the way, elmo learns an important lesson about sharing, realizing that he was selfish with his friend and responsible for what happened. kevinclash mandypatinkin vanessawilliams garyhalvorson family"
26390,Brooklyn's Finest,enforcing the law within the notoriously rough brownsville section of the city and especially within the van dyke housing projects is the nypd's sixty-fifth precinct. three police officers struggle with the sometimes fine line between right and wrong. richardgere doncheadle ethanhawke antoinefuqua crime drama thriller
27759,55 Days at Peking,"diplomats, soldiers and other representatives of a dozen nations fend off the siege of the international compound in peking during the 1900 boxer rebellion. the disparate interests unite for survival despite competing factions, overwhelming odds, delayed relief and tacit support of the boxers by the empress of china and her generals. charltonheston avagardner davidniven nicholasray action drama history"
109428,Evil Dead,"evil dead, the fourth installment of the evil dead franchise, serving as both a reboot and as a loose continuation of the series, features mia, a young woman struggling with sobriety, heads to a remote cabin with a group of friends where the discovery of a book of the dead unwittingly summon up dormant demons which possess the youngsters one by one. janelevy shilohfernandez loutaylorpucci fedealvarez horror"
23049,My Life in Ruins,"a greek tour guide named georgia attempts to recapture her kefi (greek for mojo) by guiding a ragtag group of tourists around greece and showing them the beauty of her native land. along the way, she manages to open their eyes to the wonders of an exotic foreign land while beginning to see the world through a new set of eyes in the process. niavardalos richarddreyfuss alexisgeorgoulis donaldpetrie comedy romance"
9310,American Dreamz,"the new season of ""american dreamz,"" the wildly popular television singing contest, has captured the country's attention, as the competition looks to be between a young midwestern gal (moore) and a showtunes-loving young man from orange county (golzari). recently awakened president staton (quaid) even wants in on the craze, as he signs up for the potential explosive season finale. hughgrant dennisquaid mandymoore paulweitz comedy drama family"
11411,Superman IV: The Quest for Peace,"with global superpowers engaged in an increasingly hostile arms race, superman leads a crusade to rid the world of nuclear weapons. but lex luthor, recently sprung from jail, is declaring war on the man of steel and his quest to save the planet. using a strand of superman's hair, luthor synthesizes a powerful ally known as nuclear man and ignites an epic battle spanning earth and space. christopherreeve margotkidder genehackman sidneyj.furie action adventure sciencefiction"
16988,How She Move,"after the death of raya green's(rutina wesley) sister, she gets out from her classes at school, and sees a stomp crew practicing. she meets bishop(dwain murphy) which is the dance crew leader. she then meets michelle and does a stomp battle with her. they become enemies then friends later on. her uptight mom pushes her to pass the test to get into medical school, but she thinks she failed.... rutinawesley dwainmurphy boydbanks ianiqbalrashid drama"
7304,Running Scared,"after a drug-op gone bad, joey gazelle is put in charge of disposing the gun that shot a dirty cop. but things goes wrong for joey after the neighbor kid stole the gun and used it to shoot his abusive father. now joey has to find the kid and the gun before the police and the mob find them first. paulwalker cameronbright verafarmiga waynekramer action crime drama thriller"
24747,Bobby Jones: Stroke of Genius,"the story of golf icon and legend, bobby jones, who retired from competition at the tender age of 28. jimcaviezel claireforlani jeremynortham rowdyherrington drama"
58048,Shanghai Surprise,"glendon wasey is a fortune hunter looking for a fast track out of china. gloria tatlock is a missionary nurse seeking the curing powers of opium for her patients. fate sets them on a hectic, exotic, and even romantic quest for stolen drugs. but they are up against every thug and smuggler in shangai. madonna seanpenn paulfreeman jimgoddard adventure"
1491,The Illusionist,"with his eye on a lovely aristocrat, a gifted illusionist named eisenheim uses his powers to win her away from her betrothed, a crowned prince. but eisenheim's scheme creates tumult within the monarchy and ignites the suspicion of a dogged inspector. edwardnorton jessicabiel paulgiamatti neilburger fantasy drama thriller romance"
2989,Roar,roar follows a family who are attacked by various african animals at the secluded home of their keeper. tippihedren melaniegriffith jerrymarshall noelmarshall adventure thriller
10629,Veronica Guerin,"in this true story, veronica guerin is an investigative reporter for an irish newspaper. as the drug trade begins to bleed into the mainstream, guerin decides to take on and expose those responsible. beginning at the bottom with addicts, guerin then gets in touch with john traynor, a paranoid informant. not without some prodding, traynor leads her to john gilligan, the ruthless head of the operation, who does not take kindly to guerin's nosing. cateblanchett gerardmcsorley ciaránhinds joelschumacher drama crime thriller"
255343,Escobar: Paradise Lost,"for pablo escobar family is everything. when young surfer nick falls for escobar's niece, maria, he finds his life on the line when he's pulled into the dangerous world of the family business. beniciodeltoro joshhutcherson bradycorbet andreadistefano thriller romance"
4723,Southland Tales,"set in the futuristic landscape of los angeles on july 4, 2008, as it stands on the brink of social, economic and environmental disaster. boxer santaros is an action star who's stricken with amnesia. his life intertwines with krysta now, an adult film star developing her own reality television project, and ronald taverner, a hermosa beach police officer who holds the key to a vast conspiracy. dwaynejohnson seannwilliamscott sarahmichellegellar richardkelly action adventure comedy drama sciencefiction thriller"
10800,Dragon Hunters,"dragon hunters is a fantastic tale telling the adventures of two dragon hunters: the world has become a vast conglomerate of islands of varying size and shape. this babbling universe is mainly peopled with ruthless rogues, surly peasants and illiterate, petty lords their main concerns revolve around two fundamental rules : eat and don't get eaten. vincentlindon patricktimsit philippenahon guillaumeivernel animation family"
25763,Damnation Alley,a small group of survivors at a military installation who survived world war 3 attempt to drive across the desolate wasteland to where they hope more survivors are living. hopefully their specially built vehicles will protect them against the freakish weather mutated plant and animal life and other dangers along the way. jan-michaelvincent georgepeppard dominiquesanda jacksmight action adventure sciencefiction
79694,The Apparition,"plagued by frightening occurrences in their home, kelly and ben learn that a university's parapsychology experiment produced an entity that is now haunting them. the malevolent spirit feeds on fear and torments the couple no matter where they run. desperate, kelly and ben turn to a paranormal researcher, but even with his aid, it may already be too late to save themselves from the terrifying presence. ashleygreene sebastianstan tomfelton toddlincoln horror thriller"
4032,My Girl,"vada sultenfuss is obsessed with death. her mother is dead, and her father runs a funeral parlor. she is also in love with her english teacher, and joins a poetry class over the summer just to impress him. thomas j., her best friend, is ""allergic to everything"", and sticks with vada despite her hangups. when vada's father hires shelly, and begins to fall for her, things take a turn to the worse... annachlumsky macaulayculkin danaykroyd howardzieff comedy drama family"
18615,Fur: An Imaginary Portrait of Diane Arbus,"in 1958 new york diane arbus is a housewife and mother who works as an assistant to her husband, a photographer employed by her wealthy parents. respectable though her life is, she cannot help but feel uncomfortable in her privileged world. one night, a new neighbor catches diane's eye, and the enigmatic man inspires her to set forth on the path to discovering her own artistry. nicolekidman robertdowneyjr. tyburrell stevenshainberg drama mystery romance"
10673,Wall Street,"a young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider whom takes the youth under his wing. charliesheen michaeldouglas martinsheen oliverstone crime drama"
4584,Sense and Sensibility,"rich mr. dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. two daughters are the titular opposites. katewinslet emmathompson hughgrant anglee drama romance"
2977,Becoming Jane,a biographical portrait of a pre-fame jane austen and her romance with a young irishman. annehathaway jamesmcavoy juliewalters julianjarrold drama romance
10760,Sydney White,a modern retelling of snow white set against students in their freshman year of college in the greek system. amandabynes sarapaxton mattlong joenussbaum comedy
11093,House of Sand and Fog,"behrani, an iranian immigrant buys a california bungalow, thinking he can fix it up, sell it again, and make enough money to send his son to college. however, the house is the legal property of former drug addict kathy. after losing the house in an unfair legal dispute with the county, she is left with nowhere to go. wanting her house back, she hires a lawyer and befriends a police officer. neither kathy nor behrani have broken the law, so they find themselves involved in a difficult moral dilemma. jenniferconnelly benkingsley roneldard vadimperelman drama"
207,Dead Poets Society,"at an elite, old-fashioned boarding school in new england, a passionate english teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster. robinwilliams ethanhawke robertseanleonard peterweir drama"
